keyword,edited_text,is_euph,category,type,euph_status
expecting,I am so frustrated! I don't know what to believe-I am 2 days late &; we've been TTC for 4 months so I really hope we are <expecting>! Any advice???,1,physical/mental attributes,expecting,sometimes_euph
sober,"These may be of use to posterity, not only in this nation, but in South America and all other countries. They may teach mankind that revolutions are no trifles; that they ought never to be undertaken rashly; nor without deliberate consideration and <sober> reflection; nor without a solid, immutable, eternal foundation of justice and humanity; nor without a people possessed of intelligence, fortitude, and integrity sufficient to carry them with steadiness, patience, and perseverance, through all the vicissitudes of fortune, the @ @ @ @ @ @ @ @ @ @. ",0,substances,sober,sometimes_euph
go all the way,"They are vile and disgusting, but they exist. There are women that <go all the way> and try to falsely accuse guys of rape. In fact, the last one happened to a guy in the town I grew up in. ",1,sexual activity,go all the way,sometimes_euph
late,"In a preliminary study published Tuesday, scientists at Peking University's School of Life Sciences and the Institut Pasteur of Shanghai found that a more aggressive type of the new coronavirus had @ @ @ @ @ @ @ @ @ @ had been linked to a less aggressive type. The more aggressive type of virus was found to be prevalent in the early stages of the outbreak in Wuhan-- the Chinese city where COVID-19 was first detected <late> last year. But, the frequency of this type of virus has since decreased from early January, the scientists said.-- Meredith 7:26 am: Italy considers nationwide school closures ",0,death,late,sometimes_euph
freedom fighters,"Right, because sneaking arround unnoticed wearing an ostentatious hooded cloak and carrying a small arsenal on your person is much more believable when it's a man and not a woman. Isn't the whole point of the Assassins that they're a secret society of enlightened <freedom fighters>, anyway? What does' historical accuracy' even have to do with it? ",1,politics,freedom fighter,always_euph
go all the way,"Lets <go all the way> (Lets go all the way ) Lets go all the way ( Lets go ah ah ah ) Lets go all the way-Lets go all the way Lets @ @ @ @ @ @ @ @ @ @ ( ah ah ah) We can make a better way Lets go all the way Go all the way Yeah, lets go all the way Yeah-na na na na na na na na na na na na na na na na na yeah ",1,sexual activity,go all the way,sometimes_euph
disadvantaged,"My experience with some of the land grabs currently being performed in Cuyahoga and Summit counties in Ohio makes it very, VERY easy to ""fathom the depths of depravity required to orchestrate/facilitate"" the scenario you describe, and imagine that the situation is precisely as you suspect. One such case involves a local market sitting on an incredibly choice, highly demanded, @ @ @ @ @ @ @ @ @ @ to swallow piece-by-piece, with the ultimate goal being to put the owners' remainder in such a <disadvantaged> position that they will be forced to sell entirely. I have not been able to discover a singular' smoking gun' that I could adduce to prove this fact to a court (or any other person or body committed to not being convinced), but I know it to be true, and it is the only rational explanation for the specific deeds and dishonesty of the municipality. ",1,employment,disadvantaged,sometimes_euph
mixed up,"I am sure that most people in Czechia who care agree with me about the basic question: the movie is morally and legally OK while the violent reactions in the Islamic world are not and these two totally different sides of the story must be carefully distinguished. They can't be <mixed up>! @ @ @ @ @ @ @ @ @ @ Podany writing for tyden.cz (Week, a weekly journal ), the translation is mine, the text is Mr Podany's ( but I agree with it): ",1,physical/mental attributes,mixed up,sometimes_euph
dismissed,"Men: wear a tie. If you don't look sharp, you're making it all the easier for you to be <dismissed> as fringe. You want this person that you're talking to thinking that you are smart and that Mean Business. ",0,employment,dismissed,sometimes_euph
late,"I write this from my studio at the back of our garden in London, to which I have retreated for a few moments to be alone, as ""alone"" is not easily experienced these days. My wife, Felicity, and I have been sequestered here with our two small children, a boy 5, a girl 2; my three older children (whom I had with my <late> wife, Kate), a girl 18, boy/girl twins 20; and a girlfriend of theirs from university, who was unable to get to her parents overseas. ",1,death,late,sometimes_euph
advanced age,"Kianush Jahanpur, an official for the Health Ministry of Iran, claimed that the two coronavirus patients who died on Wednesday were of <advanced age> and had immune system deficiency. 3 new cases were detected in the country. One new patient was located in Arak and two in Qom. ",1,physical/mental attributes,advanced age,always_euph
economical,"He is our Jehovah Jireh, our great provider! What kind of personal realtionship would we really have with Him, if we were living with easy <economical>/socially acceptable times? Really? ",0,employment,economical,sometimes_euph
